id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
730000139,10/16/2014,305000,2,1.5,800,2142,2,0,0,3,7,800,0,2006,0,98144,47.5917,-122.297,1320,2742
1431600180,4/3/2015,335000,5,3,2660,7700,1.5,0,0,4,7,1670,990,1962,0,98058,47.46,-122.174,1610,7700
3066400750,4/13/2015,705000,3,2.5,2500,10359,2,0,0,3,10,2500,0,1986,0,98074,47.6286,-122.051,2580,10142
8624700015,11/12/2014,640000,4,3,2940,5763,1,0,0,5,8,1640,1300,1955,0,98108,47.5589,-122.295,2020,7320
3996900575,10/7/2014,259950,2,1,770,6542,1,0,0,3,6,770,0,1948,0,98155,47.747,-122.301,1120,8149
8732190380,4/14/2015,231000,3,1.75,1220,8817,1,0,0,3,7,1220,0,1978,0,98023,47.3111,-122.396,2000,8028
8563000250,8/12/2014,522500,3,1.75,1710,9707,1,0,0,4,8,1710,0,1966,0,98008,47.623,-122.105,1820,8700
9407001700,8/19/2014,255000,2,1,960,20954,1,0,0,3,7,960,0,1977,0,98045,47.4485,-121.774,1240,9752
8029500180,6/11/2014,330000,3,2.5,2210,7557,2,0,0,3,9,2210,0,1989,0,98023,47.3079,-122.393,2440,8641
8951900065,9/29/2014,315000,3,1,1070,9497,1,0,0,3,7,1070,0,1955,0,98028,47.7425,-122.23,1710,9561
723069135,9/15/2014,499000,2,1.75,2040,114562,1,0,0,4,7,2040,0,1968,0,98027,47.4985,-122.092,1850,94960
6699930440,6/5/2014,355500,3,2.5,2600,5540,2,0,0,3,8,2600,0,2004,0,98038,47.3446,-122.041,2600,5540
2768300650,12/1/2014,453000,3,2.5,1650,1838,2,0,0,4,7,1270,380,1991,0,98107,47.6666,-122.367,1550,1558
164000237,6/12/2014,495000,4,2.5,2140,7245,2,0,0,3,7,2140,0,2003,0,98133,47.729,-122.35,2080,7875
1516000055,12/10/2014,650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900
4037000080,6/15/2014,416000,3,1,1110,12150,1,0,0,4,7,1110,0,1957,0,98008,47.6034,-122.122,1490,8200
7853250160,2/20/2015,520000,4,2.5,3060,7161,2,0,0,3,8,2860,200,2005,0,98065,47.5383,-121.879,2950,6822
7754900280,6/23/2014,322200,4,2.25,2010,19000,2,0,0,4,8,2010,0,1975,0,98042,47.3734,-122.119,1950,19626
2781270550,9/16/2014,219000,2,2,1310,2550,2,0,0,3,6,1310,0,2004,0,98038,47.3496,-122.022,1310,2550
2473370890,9/15/2014,289000,4,2.25,1930,8925,1,0,0,4,8,1930,0,1974,0,98058,47.4501,-122.128,1930,8400
6136900045,8/21/2014,412000,3,1,1660,6992,1,0,0,5,7,1260,400,1952,0,98155,47.7576,-122.318,1390,7359
3959400645,1/7/2015,605000,5,3,3670,9600,1,0,1,3,8,1980,1690,1955,0,98108,47.5648,-122.316,1730,4933
1924059248,6/2/2014,870000,4,3,4500,21780,2,0,2,3,9,3040,1460,1980,0,98040,47.5581,-122.213,3540,20473
3421069044,12/23/2014,390000,3,1.75,2092,250905,1,0,0,3,7,2092,0,1981,0,98022,47.2664,-122.027,2092,217800
2424059170,2/19/2015,9e+05,5,6,7120,40806,2,0,4,3,12,5480,1640,2007,0,98006,47.5451,-122.114,3440,36859
7427800080,4/8/2015,626000,3,2.25,1810,5107,2,0,0,3,8,1810,0,1989,0,98033,47.6882,-122.171,1760,5454
1795920310,8/4/2014,690000,4,3.75,3210,7054,2,0,0,4,8,3210,0,1985,0,98052,47.7268,-122.103,2350,8020
1138020200,9/3/2014,435000,4,1.5,1510,6460,1,0,0,3,7,1070,440,1970,0,98034,47.7121,-122.214,1450,6630
1774000030,3/30/2015,395000,6,2.25,2950,11200,1,0,0,4,7,1700,1250,1970,0,98072,47.7476,-122.087,1790,11200
5709200030,12/4/2014,309900,5,2.5,2100,17825,1,0,0,4,7,1400,700,1974,0,98092,47.3094,-122.191,2200,14602
7852130460,3/25/2015,5e+05,4,3,2520,4104,2,0,0,3,7,2520,0,2002,0,98065,47.5352,-121.88,2510,5015
8712100760,9/24/2014,721000,2,1.5,1790,4250,1,0,0,3,7,920,870,1915,2014,98112,47.6367,-122.301,1910,4250
2423020010,3/16/2015,525000,3,1.75,1330,8136,1,0,0,4,7,1330,0,1977,0,98033,47.7001,-122.173,1330,8136
7888000400,6/3/2014,150000,3,1,1320,8220,1,0,0,3,7,1320,0,1959,0,98198,47.3697,-122.309,1320,7920
4058801702,2/6/2015,8e+05,4,2.5,4940,10037,1,0,4,3,9,3450,1490,1953,0,98178,47.5095,-122.247,2430,9272
1118001631,1/12/2015,1230000,3,2.25,2980,7700,1,0,0,3,9,2530,450,1964,0,98112,47.6336,-122.29,3020,8234
3004800175,4/16/2015,165000,3,1,1050,5156,1.5,0,0,3,7,1050,0,1919,0,98106,47.5169,-122.358,1050,5502
1163400020,4/3/2015,251000,3,1.5,1590,21600,1.5,0,0,4,7,1590,0,1971,0,98022,47.2159,-121.966,1780,21600
3330500925,2/24/2015,258305,2,1.5,750,2964,1,0,0,5,5,750,0,1919,0,98118,47.5518,-122.277,1350,3090
7550801207,4/28/2015,536500,2,2,1360,1860,1,0,0,4,7,680,680,1925,0,98107,47.6727,-122.396,1440,5000
46100504,6/17/2014,2030000,4,3.75,4100,22798,1.5,0,3,5,11,2540,1560,1934,1979,98040,47.5648,-122.21,3880,18730
4109600195,7/18/2014,524000,4,2.75,2310,5000,1.5,0,0,5,8,1480,830,1908,0,98118,47.5502,-122.268,1100,5000
8562791010,7/7/2014,593000,3,2.75,1830,1850,2,0,0,3,10,1690,140,2011,0,98027,47.5307,-122.074,2310,2680
9485950340,3/19/2015,408000,3,2.25,2800,35362,2,0,0,3,9,2800,0,1985,0,98042,47.3507,-122.089,2800,37058
3221059036,5/2/2014,4e+05,4,2.5,3630,42884,1.5,0,0,3,9,2300,1330,1979,0,98092,47.2617,-122.19,2830,80148
9286100150,8/11/2014,475200,3,2.5,1670,3980,2,0,0,3,8,1670,0,2000,0,98027,47.5317,-122.047,1670,2897
2720069019,11/3/2014,316000,3,1.75,1120,98445,1.5,0,2,4,7,1120,0,1917,0,98022,47.1853,-122.017,1620,34200
2919702235,5/28/2014,740000,2,1.75,2080,4800,1,0,0,5,7,1080,1000,1923,0,98117,47.6896,-122.362,1310,4800
2613200025,3/13/2015,175000,2,1,1330,28270,1.5,0,0,3,6,1330,0,1925,0,98168,47.4824,-122.274,1210,6926
204000140,4/3/2015,403000,3,1,1500,10730,1,0,0,3,7,1000,500,1977,0,98053,47.6385,-121.966,1570,12210
3727800065,11/13/2014,425000,2,1,790,5024,1,0,0,4,7,790,0,1941,0,98117,47.6833,-122.395,1330,5024
4046710050,8/27/2014,470000,4,2,2180,17180,2,0,0,4,7,2180,0,1977,0,98014,47.698,-121.92,1880,14043
1626069178,9/10/2014,535000,4,2.5,2200,110642,1,0,0,5,7,1330,870,1979,0,98077,47.7409,-122.052,2290,51400
5451210150,5/14/2014,955000,5,2.25,2510,9887,2,0,0,3,8,2510,0,1972,0,98040,47.5339,-122.223,2510,10006
2723069147,9/2/2014,635000,3,2.25,2680,175982,1,0,0,3,9,2680,0,2004,0,98038,47.4487,-122.033,3170,215186
1241900028,4/17/2015,880000,5,2.75,3020,9187,2,0,0,3,9,3020,0,2007,0,98033,47.6806,-122.167,2250,9675
1919800260,7/16/2014,645000,3,1.75,2340,6750,1.5,0,0,5,7,1620,720,1914,0,98103,47.6956,-122.335,1410,3388
6662400105,10/30/2014,375000,3,2.5,1580,5725,2,0,0,3,7,1580,0,2004,0,98072,47.7611,-122.161,1510,5725
3034200410,3/30/2015,430000,3,1,940,12521,1.5,0,0,4,7,940,0,1949,0,98133,47.7169,-122.331,1920,9046
2944010210,2/18/2015,1090000,4,2.5,3930,21894,2,0,0,3,11,3930,0,1987,0,98052,47.7209,-122.128,3930,20000
4406000050,5/19/2014,225000,2,1,910,9612,1,0,0,4,7,910,0,1981,0,98058,47.4297,-122.152,1410,9611
9320900610,12/31/2014,146000,3,1,900,4770,1,0,0,3,6,900,0,1969,2009,98023,47.3038,-122.362,900,3480
4337600005,2/3/2015,153000,2,1,710,9000,1,0,0,5,6,710,0,1943,0,98166,47.4811,-122.339,1230,9000
1773100310,4/23/2015,464950,4,2.5,1640,6000,2,0,0,3,7,1640,0,2011,0,98106,47.559,-122.365,1640,4800
7205000180,4/17/2015,320000,4,2.25,2000,10374,2,0,1,4,7,2000,0,1967,0,98023,47.3342,-122.34,2170,10374
4178500580,5/5/2015,339950,4,2.25,2200,7150,2,0,0,4,7,2200,0,1990,0,98042,47.3595,-122.089,1740,7150
7696600020,1/28/2015,260000,4,1.5,1540,7300,2,0,0,3,7,1540,0,1973,0,98001,47.3317,-122.276,1580,7650
3904901670,6/20/2014,455000,3,2.25,1470,4653,2,0,0,4,7,1470,0,1985,0,98029,47.5667,-122.018,1560,4119
6042000090,10/2/2014,525000,4,2.5,2520,7731,2,0,0,3,9,2520,0,1994,0,98155,47.7709,-122.297,2000,7704
9136103130,12/1/2014,430000,2,1.5,1090,4013,1.5,0,0,3,7,1090,0,1900,0,98103,47.6652,-122.338,1390,4013
2114700368,11/18/2014,299000,2,2.5,1400,1262,2,0,0,3,8,1160,240,2008,0,98106,47.5342,-122.349,1060,1524
2131701075,12/4/2014,420000,3,1.75,1720,5000,1.5,0,0,3,8,1720,0,1932,2009,98019,47.738,-121.983,1410,8300
8856500120,2/10/2015,278800,4,2.5,2440,7797,1,0,0,3,8,1560,880,1965,0,98031,47.3895,-122.222,2090,8100
1024049024,12/3/2014,1740000,5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,1929,0,98144,47.5832,-122.29,3220,7700
9527000490,7/30/2014,432100,3,1.75,1840,7350,1,0,0,3,8,1310,530,1976,0,98034,47.7089,-122.23,1860,7000
128500260,5/8/2014,262000,4,2.5,2020,6236,2,0,0,3,7,2020,0,2002,0,98001,47.2796,-122.247,1940,5076
6646200280,7/15/2014,561600,4,2.5,2350,6624,2,0,0,3,9,2350,0,1990,0,98074,47.6262,-122.045,2590,11240
9544700500,5/8/2014,785000,3,2.75,3010,1842,2,0,0,3,9,3010,0,2011,0,98075,47.5836,-121.994,2950,4200
7922800400,8/27/2014,951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044
3031200246,7/11/2014,250000,3,1,920,4429,1,0,0,3,7,920,0,1952,0,98118,47.5369,-122.291,1320,7860
5637200200,5/23/2014,439950,4,2.5,2380,12067,2,0,0,3,7,2380,0,2002,0,98059,47.4873,-122.144,2330,8621
6072500490,8/1/2014,423800,3,2.5,1940,7415,2,0,0,3,8,1940,0,1965,0,98006,47.542,-122.176,1940,8425
3902300100,5/12/2014,522000,4,2.25,1800,8623,1,0,0,4,8,1360,440,1980,0,98033,47.692,-122.184,2370,8623
2487200279,11/24/2014,560000,3,2.5,2430,5128,1,0,1,3,8,1270,1160,1978,0,98136,47.5198,-122.389,2510,5330
6891800250,4/6/2015,625000,4,2.25,3230,9935,2,0,0,3,8,3230,0,1986,0,98028,47.7685,-122.257,2820,9722
6447300345,4/6/2015,1160000,4,3,2680,15438,2,0,2,3,8,2680,0,1902,1956,98039,47.6109,-122.226,4480,14406
7016200030,3/20/2015,480000,4,2.5,2080,7966,1,0,0,3,7,1200,880,1970,0,98011,47.7393,-122.181,1920,7500
125059178,7/22/2014,510000,6,4.5,3300,7480,2,0,0,3,8,3300,0,1980,0,98052,47.6796,-122.104,2470,7561
5100400251,1/6/2015,390000,2,1,962,1992,2,0,0,3,7,962,0,2012,0,98115,47.6911,-122.313,1130,1992
1775800710,1/26/2015,315500,3,1,1300,12600,1,0,0,4,7,1300,0,1969,0,98072,47.7422,-122.1,1480,13530
526059224,2/6/2015,470000,4,1.75,1650,7276,1,0,0,3,7,1010,640,1977,0,98011,47.7721,-122.206,1840,8550
8651610890,10/14/2014,1150000,4,3.25,4190,10259,2,0,0,3,11,3150,1040,2000,0,98074,47.6332,-122.066,4300,11919
1692900095,6/18/2014,1400000,4,2.75,3870,10046,2,0,0,3,11,3870,0,2005,0,98033,47.6651,-122.191,3560,10046
4444800045,4/20/2015,657500,4,1.75,1620,7560,1,0,3,4,7,1380,240,1947,0,98117,47.6981,-122.4,2170,8650
3224510290,10/16/2014,920000,3,1.75,3670,11884,1,0,2,4,9,1950,1720,1979,0,98006,47.5604,-122.133,3020,9747
3332500636,6/5/2014,356000,2,1,920,4095,1,0,0,4,6,920,0,1914,0,98118,47.5484,-122.278,1460,4945
9407001600,4/23/2015,305000,3,1.75,1660,11500,1,0,0,3,7,1130,530,1979,0,98045,47.4473,-121.774,1250,11000
880000205,7/29/2014,249000,3,2,1260,1125,2,0,0,3,7,810,450,2011,0,98106,47.5262,-122.361,1260,1172
5652601455,6/23/2014,775000,4,2.5,2300,6158,2,0,0,3,9,2300,0,1999,0,98115,47.6943,-122.299,2170,6434
1900600015,2/27/2015,550000,3,2.5,1930,6604,2,0,0,3,7,1930,0,2014,0,98166,47.4692,-122.351,910,6604
3528000140,10/23/2014,899000,4,2.5,3720,30649,2,0,0,3,10,3720,0,1988,0,98053,47.6651,-122.056,3220,29434
3885802134,1/9/2015,880000,4,2.5,2580,3436,2,0,0,3,8,2580,0,2013,0,98033,47.6853,-122.21,1780,5772
1895000260,7/21/2014,207950,2,2,890,5000,1,0,0,3,6,890,0,1917,0,98118,47.5158,-122.264,1860,5000
7299600920,12/9/2014,279000,4,2.5,2009,4800,2,0,0,3,8,2009,0,2012,0,98092,47.2586,-122.2,1798,4800
7011201550,7/7/2014,780000,4,2,2600,4800,1,0,2,3,8,1400,1200,1953,0,98119,47.637,-122.371,2050,3505
3330501120,3/25/2015,320000,3,1,960,6180,1,0,0,4,6,960,0,1910,0,98118,47.5518,-122.279,1250,4120
3426049153,11/10/2014,438200,2,2,1600,5643,1,0,0,3,7,1600,0,1954,0,98115,47.6968,-122.279,1600,5746
8731960050,12/29/2014,302300,5,2.75,3130,9450,1,0,0,4,8,1580,1550,1973,0,98023,47.3099,-122.384,1900,9000
7942601810,12/10/2014,733500,3,1.5,2120,4370,1.5,0,0,3,8,2120,0,1904,0,98122,47.606,-122.307,1960,5120
7237500110,4/4/2015,1210000,4,2.75,4250,10925,2,0,0,3,10,4250,0,2003,0,98059,47.5297,-122.14,4650,11544
4058200915,7/21/2014,324950,3,1.75,2050,6720,1,0,2,3,7,1050,1000,1939,0,98178,47.5058,-122.235,2380,7260
9528102060,7/30/2014,516000,2,1.75,1640,3090,1,0,0,4,7,910,730,1925,0,98115,47.679,-122.319,1510,4120
7443000652,11/3/2014,365000,2,1.5,790,1123,2,0,0,3,8,700,90,2003,0,98119,47.651,-122.368,1370,1281
7625701891,8/6/2014,435000,3,1,1400,4800,1,0,0,4,6,700,700,1917,0,98136,47.5499,-122.391,1470,6000
7424700145,7/30/2014,1190000,3,3.5,3380,3333,3,0,0,3,10,2800,580,2008,0,98122,47.6162,-122.288,2790,5000
2172000285,3/23/2015,254500,2,1,1150,11250,1,0,0,3,6,1150,0,1920,0,98178,47.486,-122.264,1100,11400
6678900150,8/19/2014,790000,4,2.5,2240,8664,1,0,0,5,8,1470,770,1975,0,98033,47.6621,-122.189,2210,8860
3278604400,6/2/2014,285000,2,2.5,1380,1073,2,0,0,3,7,1140,240,2011,0,98126,47.5462,-122.369,1580,2036
1330900250,5/15/2014,550000,3,2.25,1980,40887,1,0,0,4,8,1980,0,1980,0,98052,47.6478,-122.029,2460,35700
2112700600,5/13/2015,415000,3,2.25,1640,5880,1,0,0,3,7,1240,400,1977,0,98106,47.5323,-122.351,1200,4760
725079058,8/11/2014,585000,3,1.75,2220,216493,1,0,2,3,8,2220,0,1989,0,98014,47.6624,-121.951,2900,169884
7277100395,2/25/2015,675000,4,3.5,2550,3600,2,0,2,3,8,1880,670,1997,0,98177,47.7709,-122.39,2090,6000
2447500015,11/21/2014,581000,2,1.75,1930,11200,1,0,2,3,8,1430,500,1951,0,98177,47.7576,-122.37,2840,12408
4223000280,10/29/2014,221000,4,1.75,1540,7200,1,0,0,3,7,1260,280,1966,0,98003,47.3424,-122.308,1540,8416
8691440220,2/2/2015,1290000,5,4,4360,8030,2,0,0,3,10,4360,0,2015,0,98075,47.5923,-121.973,3570,6185
6804600720,8/1/2014,495000,4,2.25,2350,10072,2,0,0,3,8,2350,0,1980,0,98011,47.7628,-122.168,2210,9687
5014000225,12/22/2014,337500,2,1,1300,6731,1,0,0,3,7,1300,0,1950,0,98116,47.5697,-122.395,1240,6731
2600130020,11/6/2014,778000,3,3,2630,10156,1,0,0,4,9,2630,0,1987,0,98006,47.5481,-122.156,2660,10455
1446401220,10/9/2014,226950,2,1,930,6600,1,0,0,3,6,930,0,1957,0,98168,47.4868,-122.33,1250,6600
8818900155,1/15/2015,599950,6,3,2020,4129,1,0,0,3,7,1230,790,1994,0,98105,47.6648,-122.324,2080,4080
9834200305,7/16/2014,350000,3,1,1790,3876,1.5,0,0,5,7,1090,700,1904,0,98144,47.575,-122.288,1360,4080
3330500335,4/22/2015,325000,2,1,1010,6180,1,0,0,3,6,1010,0,1903,0,98118,47.5532,-122.28,1560,6180
6669200370,6/26/2014,815000,3,2,2270,11989,1,0,0,4,9,2270,0,1968,0,98040,47.5434,-122.229,2880,12439
1257201375,12/2/2014,550000,3,2,1650,3952,2,0,0,3,7,1650,0,1950,0,98103,47.6727,-122.33,1210,4560
9136102680,9/23/2014,626500,3,1.75,1610,3210,1,0,0,5,7,910,700,1928,0,98103,47.6656,-122.335,1420,3210
255550190,7/22/2014,350000,3,2.5,2100,3574,2,0,0,3,7,1690,410,2005,0,98019,47.7453,-121.984,1970,2962
3432501395,9/24/2014,551000,4,2.75,2170,5988,2,0,0,3,8,2170,0,2014,0,98155,47.7484,-122.317,1170,8147
7974200902,5/6/2015,637000,4,2.5,1710,5000,1,0,0,3,8,1110,600,1979,0,98115,47.6772,-122.285,1750,5304
868001295,10/29/2014,650000,3,1.75,1660,10819,1,0,0,4,7,1240,420,1942,0,98177,47.7045,-122.379,3110,11853
2767600985,12/4/2014,529950,3,2.25,1240,1250,3,0,0,3,8,1240,0,2014,0,98107,47.6748,-122.377,1470,1250
3629700020,4/15/2015,646800,3,3,2230,1407,2.5,0,0,3,8,1850,380,2014,0,98027,47.5446,-122.017,2230,1407
3425059222,11/24/2014,1300000,6,3.5,6563,32670,2,0,0,3,10,5153,1410,2002,0,98005,47.6078,-122.157,2610,22651
3832310350,10/21/2014,229900,3,1.75,1100,7224,1,0,0,3,7,1100,0,1981,0,98032,47.3717,-122.277,1700,8447
5469501830,6/24/2014,396500,3,2.5,2590,18980,1,0,0,4,10,2590,0,1976,0,98042,47.3839,-122.153,3110,14652
7420100040,4/22/2015,525000,3,1.5,1840,10956,1,0,0,4,8,1840,0,1970,0,98033,47.6746,-122.164,1680,10950
7902200015,4/29/2015,7e+05,3,1.75,1820,15570,1,0,2,3,8,1820,0,1948,0,98146,47.5068,-122.386,2490,9480
4038600300,9/2/2014,650000,4,3,2900,15535,1,0,2,4,7,1870,1030,1961,0,98008,47.612,-122.119,2330,10217
3528900401,7/1/2014,1640000,3,3.25,3140,5445,2,0,3,4,10,2240,900,1913,0,98109,47.6406,-122.347,2950,5250
9834200030,4/14/2015,530000,3,1.5,1240,4080,1.5,0,0,3,8,1240,0,1914,0,98144,47.5745,-122.291,1420,4080
2251500270,4/13/2015,7e+05,4,2.25,2690,15000,2,0,0,3,9,1890,800,1978,0,98074,47.612,-122.064,2670,15030
8562780430,5/4/2015,346100,2,1.75,1150,698,2,0,0,3,7,1150,0,2013,0,98027,47.5323,-122.071,1150,757
2323059074,7/9/2014,137124,3,1,960,27442,1,0,0,4,6,960,0,1970,0,98058,47.4676,-122.134,1100,29019
9272200810,3/16/2015,1220000,4,3,3470,4750,2,0,2,3,9,2370,1100,2014,0,98116,47.5917,-122.386,2420,4761
8078460320,11/18/2014,598850,4,2.5,2350,7245,2,0,0,3,8,2350,0,1993,0,98074,47.6318,-122.023,2350,9419
1121039105,12/3/2014,399950,4,3,2150,64694,1,0,0,3,8,1450,700,1969,0,98023,47.3268,-122.388,2430,59612
8929000090,7/2/2014,484998,4,2.5,1540,1870,2,0,0,3,8,1540,0,2014,0,98029,47.5524,-121.999,1540,1619
4083304835,10/23/2014,620000,2,1,990,4332,1,0,0,3,7,990,0,1909,0,98103,47.6528,-122.331,1920,3420
2877100235,12/22/2014,650000,5,2,2400,3500,1.5,0,0,3,8,1900,500,1911,0,98103,47.6762,-122.356,1520,4000
8682280340,4/30/2015,490000,2,1.75,1440,6265,1,0,0,3,8,1440,0,2005,0,98053,47.7028,-122.013,1810,5209
7202331050,9/24/2014,550000,3,2.5,2360,4080,2,0,0,3,7,2360,0,2003,0,98053,47.6825,-122.038,2290,4080
3810000843,4/27/2015,345000,5,1.75,2840,12870,2,0,2,4,7,2840,0,1925,0,98178,47.4961,-122.235,2170,9612
7283900012,10/21/2014,275000,3,1.5,1410,9000,1,0,0,3,7,1410,0,1953,0,98133,47.7635,-122.35,1910,7214
8718500610,5/26/2014,379950,3,1.5,1690,9144,1,0,0,4,7,1140,550,1956,0,98028,47.739,-122.253,1840,10600
1402810140,5/5/2014,3e+05,3,2,1050,10072,1,0,0,3,7,1050,0,1986,0,98019,47.7341,-121.976,1130,10087
8078460520,9/23/2014,608000,4,2.5,2410,7140,2,0,0,3,8,2410,0,1993,0,98074,47.6329,-122.021,2350,7140
3760500730,7/28/2014,1090000,4,2.75,3010,10830,2,0,3,4,9,3010,0,1980,0,98034,47.7005,-122.232,3010,10650
7010700550,11/14/2014,595000,3,2.5,2030,5100,2,0,0,3,7,2030,0,2008,0,98199,47.6594,-122.397,1790,4380
9465910070,7/16/2014,480000,3,2.5,1940,10035,2,0,0,4,8,1940,0,1994,0,98072,47.7438,-122.172,2810,8333
6065300840,5/1/2015,2850000,4,4,5040,17208,1,0,0,5,10,2870,2170,1976,0,98006,47.5701,-122.188,4050,18647
4401200350,2/10/2015,822500,3,2.5,3090,7708,2,0,0,3,10,3090,0,1999,0,98052,47.6868,-122.108,3140,8592
8155750010,12/4/2014,237000,3,2,1290,7952,1,0,0,3,7,1290,0,1998,0,98030,47.3867,-122.19,1670,7280
1973800150,4/2/2015,480000,4,2.25,2330,14190,1,0,0,3,8,1740,590,1962,0,98034,47.718,-122.242,2330,14190
6379500159,9/11/2014,4e+05,3,2.25,1190,1149,2,0,0,3,8,1050,140,2008,0,98116,47.5818,-122.387,1210,1316
3679400474,11/4/2014,294000,3,1.75,1420,1361,2,0,0,3,7,960,460,2014,0,98108,47.5684,-122.314,1340,1343
2111010340,6/12/2014,306000,4,2.5,2490,8124,2,0,0,3,7,2490,0,2001,0,98092,47.3347,-122.17,2760,6300
898000200,4/2/2015,219950,3,1,1200,7727,1,0,0,4,7,1200,0,1959,0,98022,47.2021,-121.999,1300,7718
2608300035,5/27/2014,329000,3,1,1600,5952,1,0,0,4,7,1150,450,1964,0,98106,47.5292,-122.362,1460,6200
2676500080,6/5/2014,268500,4,2.5,2100,4237,2,0,0,3,8,2100,0,2006,0,98031,47.3901,-122.174,2100,4575
3278600670,5/23/2014,235000,2,1,1140,1730,1.5,0,0,3,8,1010,130,2007,0,98126,47.5494,-122.372,1360,1730
7614100080,2/11/2015,140000,3,1.75,1270,8991,2,0,0,3,7,1270,0,1981,0,98042,47.3563,-122.149,1270,8993
4083301645,10/24/2014,525000,3,1,1550,6840,1.5,0,0,3,7,1550,0,1918,0,98103,47.6572,-122.335,2370,4560
8159620160,4/24/2015,284200,3,2.5,1570,9292,1,0,0,3,7,1110,460,1977,0,98001,47.3386,-122.272,1470,9222
4364700945,4/2/2015,459000,4,2,2360,7080,1,0,0,5,6,1180,1180,1925,0,98126,47.5261,-122.376,1340,7200
9346920070,8/22/2014,583000,3,1.75,1930,10183,1,0,0,4,8,1480,450,1975,0,98006,47.5624,-122.135,2320,10000
6200017,11/12/2014,281000,3,1,1340,21336,1.5,0,0,4,5,1340,0,1945,0,98032,47.4023,-122.273,1340,37703
1036000610,5/7/2015,639500,3,1.75,2010,8072,1,0,0,4,8,2010,0,1974,0,98052,47.6327,-122.097,2030,8055
3275800050,10/22/2014,242000,3,1.5,1640,8922,1,0,0,4,7,1640,0,1963,0,98146,47.495,-122.342,1540,9040
5056500210,10/7/2014,539950,4,2.75,2910,9000,1,0,0,4,8,2130,780,1966,0,98006,47.544,-122.176,1970,9000
8937600080,1/26/2015,295000,3,1.75,1930,13350,1,0,0,3,8,1930,0,1967,0,98023,47.3317,-122.365,2270,13350
7853340860,3/10/2015,420000,2,2.75,1760,4139,2,0,0,3,8,1760,0,2010,0,98065,47.5175,-121.878,1870,3076
6669080120,12/15/2014,405000,4,2.5,1980,5020,2,0,0,3,7,1980,0,2007,0,98056,47.5147,-122.19,1980,5064
1310800090,10/7/2014,240000,3,1,1470,7350,1,0,0,3,7,1470,0,1969,0,98032,47.3616,-122.286,1720,8050
2473000470,7/8/2014,336000,3,2.25,2760,10160,1,0,0,3,8,2760,0,1969,0,98058,47.4504,-122.15,2760,9600
8835700330,12/11/2014,891500,3,2.5,3090,20785,2,0,0,4,10,3090,0,1991,0,98075,47.5602,-122.03,3400,7566
2946000590,12/23/2014,276000,3,1.5,1820,8750,1,0,0,4,7,1200,620,1958,0,98198,47.4213,-122.322,1500,8000
